Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Current Price,TP1,TP2,SL,Exit Price,P&L,Max Exit Time,backtesting_done
aixbt_agent,https://x.com/aixbt_agent/status/1910124003077001582,2025-04-10T00:13:45.000Z,2025-04-10T00:22:02.433Z,Buy,ORA,ora-coin,0.2976632445416147,0.2976632445416147,0.3125,0.3274,0.275,,,2025-04-12T23:59:59Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1910130537987027320,2025-04-10T00:39:43.000Z,2025-04-10T00:42:35.732Z,Hold,BTC,bitcoin,82622.17029546302,82622.17029546302,83505,89605,77500,,,2025-04-17T00:42:08Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910139416775159945,2025-04-10T01:15:00.000Z,2025-04-10T01:21:05.384Z,Buy,NEO,neo,5.5880843077158335,5.5880843077158335,6.5,8.7,4.9,,,2025-04-12T01:20:43Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910139416775159945,2025-04-10T01:15:00.000Z,2025-04-10T01:21:27.679Z,Buy,GAS,gas,2.464025985019037,2.464025985019037,2.59,2.71,2.3,,,2025-04-12T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910139090529604078,2025-04-10T01:13:42.000Z,2025-04-10T01:22:38.499Z,Buy,ZEC,zcash,36.745804667616696,36.745804667616696,38,40.5,34,,,2025-04-13T01:22:22Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910150745497731272,2025-04-10T02:00:01.000Z,2025-04-10T02:01:06.765Z,Buy,BTC,bitcoin,82622.17029546302,82622.17029546302,89000,92000,77000,,,2025-04-12T02:00:51Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910169024430027034,2025-04-10T03:12:39.000Z,2025-04-10T03:21:57.112Z,Buy,DOT,polkadot,3.6357673780347453,3.6357673780347453,4,4.5,3.4,,,2025-05-10T03:21:43Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910184003728248975,2025-04-10T04:12:10.000Z,2025-04-10T04:22:01.497Z,Buy,GUN,gunz,0.05000516664414238,0.05000516664414238,0.06,0.07,0.04,,,2025-04-20T00:00:00Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910154204192346444,2025-04-10T02:13:45.000Z,2025-04-10T04:22:15.737Z,Buy,BTC,bitcoin,82622.17029546302,82622.17029546302,85000,87000,80000,,,2025-04-17T04:22:01Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910229410894192729,2025-04-10T07:12:36.000Z,2025-04-10T07:23:17.532Z,Buy,BTC,bitcoin,82622.17029546302,82622.17029546302,84500,88800,80500,,,2026-01-16T23:59:00Z,true
holdersignals,https://x.com/holdersignals/status/1910237243631096128,2025-04-10T07:43:44.000Z,2025-04-10T08:03:06.245Z,Buy,PARTI,particle-network,0.20149435583415673,0.20149435583415673,0.2076,0.225,0.195,,,2025-04-12T08:02:49Z,true
holdersignals,https://x.com/holdersignals/status/1910237243631096128,2025-04-10T07:43:44.000Z,2025-04-10T08:03:43.726Z,Hold,USUAL,usual,0.1549192716967954,0.1549192716967954,0.18,0.2,0.14,,,2025-04-11T08:03:06Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910245716938895832,2025-04-10T08:17:24.000Z,2025-04-10T08:20:55.770Z,Hold,BTC,bitcoin,82622.17029546302,82622.17029546302,87000,90000,75672,,,2025-04-12T08:20:24Z,true
holdersignals,https://x.com/holdersignals/status/1910252085335220433,2025-04-10T08:42:42.000Z,2025-04-10T08:43:11.318Z,Hold,USUAL,usual,0.1549192716967954,0.1549192716967954,0.17,0.185,0.14,,,2025-04-12T08:42:53Z,true
holdersignals,https://x.com/holdersignals/status/1910252085335220433,2025-04-10T08:42:42.000Z,2025-04-10T08:43:26.486Z,Buy,PARTI,particle-network,0.20149435583415673,0.20149435583415673,0.262,0.28,0.18,,,2025-04-10T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910260012250964083,2025-04-10T09:14:12.000Z,2025-04-10T09:23:22.639Z,Buy,ETH,ethereum,1662.5331604641576,1662.5331604641576,1720,1780,1575,,,2025-04-17T09:23:01Z,true
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1910264915828363669,2025-04-10T09:33:41.000Z,2025-04-10T10:01:21.912Z,Buy,BTC,bitcoin,82622.17029546302,82622.17029546302,85000,87000,74500,,,2025-07-09T10:01:05Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1910264790728982724,2025-04-10T09:33:11.000Z,2025-04-10T10:02:01.804Z,Buy,NPC,npc,0.000014536753441421774,0.000014536753441421774,0.000022,0.000029,0.000014,,,2025-04-12T10:01:43Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1910264790728982724,2025-04-10T09:33:11.000Z,2025-04-10T10:02:19.678Z,Buy,NPC,non-playable-coin,0.012497745687192804,0.012497745687192804,0.0165,0.0211,0.0115,,,2025-04-12T10:02:01Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910297043995885583,2025-04-10T11:41:21.000Z,2025-04-10T12:01:13.101Z,Hold,BTC,bitcoin,82622.17029546302,82622.17029546302,79800,75000,83000,,,2025-04-11T12:00:00Z,false
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1910298298604196097,2025-04-10T11:46:20.000Z,2025-04-10T12:03:42.911Z,Buy,VELO,velo,0.011193714534052384,0.011193714534052384,0.012,0.015,0.01,,,2025-04-11T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910297134433198410,2025-04-10T11:41:43.000Z,2025-04-10T12:22:37.553Z,Buy,FARTCOIN,fartcoin,0.7585065380261292,0.7585065380261292,0.85,1,0.538,,,2025-04-13T12:22:15Z,true
BenjiGanar,https://x.com/BenjiGanar/status/1910310059042553922,2025-04-10T12:33:04.000Z,2025-04-10T12:43:19.525Z,Hold,BTC,bitcoin,82622.17029546302,82622.17029546302,84500,87605,78275,,,2025-04-12T12:42:53Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910320327261044963,2025-04-10T13:13:52.000Z,2025-04-10T13:22:21.462Z,Buy,ETH,ethereum,1662.5331604641576,1662.5331604641576,1720,1783,1635,,,2025-04-17T13:21:46Z,true
BenjiGanar,https://x.com/BenjiGanar/status/1910324155745968309,2025-04-10T13:29:05.000Z,2025-04-10T13:42:48.690Z,Buy,FARTCOIN,fartcoin,0.7585065380261292,0.7585065380261292,0.85,0.98,0.68,,,2025-04-17T13:42:33Z,true
BenjiGanar,https://x.com/BenjiGanar/status/1910324155745968309,2025-04-10T13:29:05.000Z,2025-04-10T13:43:06.590Z,Buy,SPX,spx6900,0.474340649302182,0.474340649302182,0.4981,0.5218,0.4269,,,2025-04-12T13:42:48Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910335616287649829,2025-04-10T14:14:37.000Z,2025-04-10T14:21:11.362Z,Buy,BTC,bitcoin,82622.17029546302,82622.17029546302,87000,92000,75000,,,2025-04-15T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:42:53.787Z,Buy,APU,based-apu,4.505123217646152e-10,4.505123217646152e-10,9e-10,1.4e-9,3e-10,,,2025-04-27T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:43:25.665Z,Buy,APU,apu-s-club,0.00013245917505563644,0.00013245917505563644,0.0001755,0.000441,0.0001192,,,2025-04-30T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:43:44.947Z,Buy,NPC,npc,0.000014536753441421774,0.000014536753441421774,0.00004,0.00008,0.00000727,,,2025-04-30T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:44:03.749Z,Buy,SPX,spx6900,0.474340649302182,0.474340649302182,0.5255,0.648,0.463,,,2025-04-30T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:45:31.430Z,Buy,GIGA,gigaswap,9.270834070986319e-7,9.270834070986319e-7,0.00000111,0.00000139,7.4e-7,,,2025-05-08T15:44:44Z,false
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:45:49.084Z,Buy,GIGA,gigachad-2,0.015615780777550546,0.015615780777550546,0.0549,0.0712,0.0125,,,2025-04-30T23:59:59Z,false
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:46:13.971Z,Buy,SIGMA,sigma,0.012345676410780564,0.012345676410780564,0.0135,0.015,0.011,,,2025-04-13T15:45:49Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:46:27.013Z,Hold,SIGMA,sigma-2,0.00003688390444575525,0.00003688390444575525,0.0001,0.0002,,,,2025-04-13T15:46:13Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:47:06.159Z,Buy,SIGMA,sigma-3,0.000030724643637532275,0.000030724643637532275,0.0000338,0.0000369,0.00002765,,,2025-07-10T15:46:27Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:47:23.737Z,Buy,UFD,unicorn-fart-dust,0.020805174335088755,0.020805174335088755,0.025,0.0291,0.0177,,,2025-05-10T15:47:06Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:47:40.415Z,Buy,MLG,360noscope420blazeit,0.003894966903486442,0.003894966903486442,0.0058,0.0078,0.0031,,,2025-04-30T23:59:59Z,false
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:47:54.827Z,Buy,COLLAT,collaterize,0.012528214083975673,0.012528214083975673,0.02,0.0417,0.0095,,,2025-04-17T15:47:40Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:48:15.720Z,Buy,PROPC,propchain,0.584263797903342,0.584263797903342,0.7011,0.8764,0.4966,,,2025-12-31T23:59:59Z,false
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:48:39.971Z,Buy,PROPS,props,0.0003897841143724622,0.0003897841143724622,0.0004,0.00045,0.00035,,,2025-12-31T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:48:56.832Z,Hold,PROPS,propbase,0.026641501967591266,0.026641501967591266,0.03,0.0383,0.025,,,2025-05-31T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:49:24.579Z,Hold,CPOOL,clearpool,0.12694663920248025,0.12694663920248025,0.14,0.152,0.11,,,2025-07-10T15:48:56Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:49:47.096Z,Buy,ALGO,algorand,0.18087253546692647,0.18087253546692647,0.25,0.35,0.15,,,2025-12-31T23:59:59Z,false
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:50:10.389Z,Buy,INJ,injective-protocol,7.9768808354437555,7.9768808354437555,9.5,10.5,7.18,,,2025-12-31T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:50:28.171Z,Buy,KAS,kaspa,0.06784331286994692,0.06784331286994692,0.086,0.101,0.055,,,2025-04-17T15:50:10Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:51:09.007Z,Buy,KAS,wrapped-kaspa,0.018705637569799326,0.018705637569799326,0.0281,0.0374,0.015,,,2025-04-30T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1910354584998170959,2025-04-10T15:30:00.000Z,2025-04-10T15:51:27.998Z,Hold,SUI,sui,2.2220712649570227,2.2220712649570227,2.35,2.71,1.9,,,2025-04-17T15:51:09Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910368135238349132,2025-04-10T16:23:51.000Z,2025-04-10T16:41:06.551Z,Buy,ETH,ethereum,1662.5331604641576,1662.5331604641576,1720,1780,1578,,,2025-04-13T16:40:45Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1910375775158915074,2025-04-10T16:54:12.000Z,2025-04-10T17:03:44.046Z,Buy,S,s,0,0,0,0,,,,2025-04-13T23:59:59Z,false
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1910408306885034063,2025-04-10T19:03:28.000Z,2025-04-10T19:22:18.994Z,Sell,BTC,bitcoin,82622.17029546302,82622.17029546302,79000,74500,83500,,,2025-04-11T19:22:03Z,false
Johnbellopate,https://x.com/Johnbellopate/status/1910479755696087524,2025-04-10T23:47:23.000Z,2025-04-11T00:02:16.706Z,Buy,ETH,ethereum,1662.5331604641576,0,2000,2500,1500,,,2025-05-31T23:59:59Z,false
Johnbellopate,https://x.com/Johnbellopate/status/1910479755696087524,2025-04-10T23:47:23.000Z,2025-04-11T00:02:31.498Z,Buy,BTC,bitcoin,82622.17029546302,0,85000,89000,80000,,,2025-05-31T23:59:59Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1910505581300900102,2025-04-11T01:30:00.000Z,2025-04-11T01:41:22.086Z,Sell,BTC,bitcoin,79596.35732250768,79596.35732250768,77000,75000,81000,,,2025-04-12T01:41:01Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1910590930228494759,2025-04-11T07:09:09.000Z,2025-04-11T07:22:09.163Z,Buy,BTC,bitcoin,79596.35732250768,79596.35732250768,82500,83000,77000,,,2025-04-18T07:21:51Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910590930228494759,2025-04-11T07:09:09.000Z,2025-04-11T07:22:24.648Z,Hold,USDT,tether,0.9994140897807697,0.9994140897807697,1,,0.995,,,2025-04-18T07:22:09Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910606078691491943,2025-04-11T08:09:21.000Z,2025-04-11T08:22:09.111Z,Buy,BERA,berachain-bera,3.876118295856596,3.876118295856596,4.5,5,3.3,,,2025-04-25T08:21:47Z,true
Johnbellopate,https://x.com/Johnbellopate/status/1910614782190760401,2025-04-11T08:43:56.000Z,2025-04-11T09:01:45.655Z,Buy,BTC,bitcoin,79596.35732250768,79596.35732250768,90000,100000,74055,,,2025-04-25T09:01:30Z,true
Johnbellopate,https://x.com/Johnbellopate/status/1910614782190760401,2025-04-11T08:43:56.000Z,2025-04-11T09:02:03.046Z,Hold,ETH,ethereum,1523.928624242526,1523.928624242526,1585,1665,1345,,,2025-05-31T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910621154722931015,2025-04-11T09:09:15.000Z,2025-04-11T09:22:22.679Z,Buy,BTC,bitcoin,79596.35732250768,79596.35732250768,82865,95605,74055,,,2025-04-18T09:21:55Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1910631335963877502,2025-04-11T09:49:42.000Z,2025-04-11T10:03:35.736Z,Buy,TALK,talken,0.009379761881326333,0.009379761881326333,0.0103,0.0113,0.0089,,,2025-04-13T10:03:13Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910636384446218504,2025-04-11T10:09:46.000Z,2025-04-11T10:22:09.619Z,Buy,BTC,bitcoin,79596.35732250768,79596.35732250768,84000,96000,74055,,,2025-05-31T23:59:59Z,true
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1910635077383467508,2025-04-11T10:04:34.000Z,2025-04-11T10:23:30.824Z,Buy,ASTRA,astraai,0.5276525701192694,0.5276525701192694,0.7015,1.97,0.4054,,,2025-04-30T23:59:59Z,true
holdersignals,https://x.com/holdersignals/status/1910661881033089228,2025-04-11T11:51:05.000Z,2025-04-11T12:01:31.697Z,Buy,GUN,gunz,0.042814693707939354,0.042814693707939354,0.0556,0.0642,0.0364,,,2025-04-14T12:01:03Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1910664123031183428,2025-04-11T12:00:00.000Z,2025-04-11T12:04:13.989Z,Buy,HYPE,hyperliquid,14.341904993429681,14.341904993429681,15.73,19.88,12.8,,,2025-04-14T12:03:53Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1910664123031183428,2025-04-11T12:00:00.000Z,2025-04-11T12:04:45.414Z,Buy,KITTEN,baby-zeek,0,0,0.0001,0.0002,,,,2025-04-18T12:04:16Z,true
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1910763578220831067,2025-04-11T18:35:11.000Z,2025-04-12T04:21:06.497Z,Buy,LNQ,linqai,0.031558452530953546,0.032671219240266294,0.049,0.0653,0.0294,,,2025-05-12T04:20:51.079Z,false
holdersignals,https://x.com/holdersignals/status/1910773911651824032,2025-04-11T19:16:15.000Z,2025-04-12T04:22:10.470Z,Buy,GUN,gunz,0.054534526473177206,0.05381568532301878,0.06,0.065,0.0485,,,2025-04-13T04:21:54Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1910673379356508189,2025-04-11T12:36:46.000Z,2025-04-12T04:22:42.766Z,Buy,INJ,injective-protocol,8.178437904707298,8.172565043055634,12.25,16.34,7.5,,,2025-12-31T23:59:59Z,false
CryptoDona7,https://x.com/CryptoDona7/status/1910673379356508189,2025-04-11T12:36:46.000Z,2025-04-12T04:22:57.046Z,Buy,FET,fetch-ai,0.4409510312901107,0.44750168915787103,0.5,0.6,0.4,,,2025-05-12T04:22:42Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1910673379356508189,2025-04-11T12:36:46.000Z,2025-04-12T04:23:07.170Z,Buy,RIO,realio-network,0.16170993468153458,0.168567847938882,0.2,0.25,0.15,,,2025-04-19T04:22:57Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1910673379356508189,2025-04-11T12:36:46.000Z,2025-04-12T04:23:28.444Z,Buy,PAAL,paal-ai,0.12513452588181204,0.12898583472740596,0.88,1.3,0.116,,,2025-04-30T23:59:59Z,false
CryptoDona7,https://x.com/CryptoDona7/status/1910673379356508189,2025-04-11T12:36:46.000Z,2025-04-12T04:23:41.439Z,Buy,CNCT,coinecta,0.00032522063929927913,0.0003079428766125177,0.0006,0.0009,0.00025,,,2025-05-12T04:23:30Z,false
CryptoDona7,https://x.com/CryptoDona7/status/1910668855724113937,2025-04-11T12:18:48.000Z,2025-04-12T04:23:52.366Z,Buy,VIRAL,viralmind,0.005305801835235533,0.005670649072090845,0.0062,0.0068,0.0054,,,2025-04-14T04:23:44Z,false
CryptoWizardd,https://x.com/CryptoWizardd/status/1910796902364332533,2025-04-11T20:47:37.000Z,2025-04-12T04:24:57.066Z,Hold,BTC,bitcoin,83886.39659354501,82951.64512706845,83886.3966,85000,80000,,,2025-04-15T04:24:42Z,true
CryptoWizardd,https://x.com/CryptoWizardd/status/1910796902364332533,2025-04-11T20:47:37.000Z,2025-04-12T04:25:14.446Z,Sell,ETH,ethereum,1571.2345501221405,1552.533990512257,1500,1450,1600,,,2025-04-14T04:24:57.076Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1910808658851865053,2025-04-11T21:34:20.000Z,2025-04-12T04:25:57.884Z,Buy,ETH,ethereum,1575.8103282342038,1552.533990512257,1575.8103,1600,1500,,,2025-04-19T04:25:45Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1910781504831225991,2025-04-11T19:46:26.000Z,2025-04-12T04:26:12.708Z,Buy,SLING,slingshot-2,0.008547746965477753,0.008302561709565,0.009,0.0095,0.0068,,,2025-04-19T04:25:58Z,true
dippy_eth,https://x.com/dippy_eth/status/1910683502124691482,2025-04-11T13:17:00.000Z,2025-04-12T04:27:43.648Z,Buy,SPX,spx6900,0.5002161669451668,0.46724462550842905,0.5002,0.48,0.45,,,2025-04-12T23:59:59Z,false
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1910749156815364463,2025-04-11T17:37:53.000Z,2025-04-12T04:28:15.113Z,Buy,ZIG,zignaly,0.06657503700217031,0.06699711989482615,0.074,0.08,0.06,,,2025-04-30T23:59:59Z,true
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1910697734010515502,2025-04-11T14:13:33.000Z,2025-04-12T04:28:38.894Z,Buy,AVA,ava-ai,0.022315020933747643,0.022555432941441245,0.0236,0.0248,0.022,,,2025-04-19T04:28:15Z,true
Steve_Cryptoo,https://x.com/Cointelegraph/status/1910694885797118416,2025-04-11T14:02:14.000Z,2025-04-12T04:28:52.466Z,Hold,USDC,usd-coin,0.9999796394914938,0.9999348002750943,1,1,0.999,,,2025-04-13T04:28:38.908Z,true
BenjiGanar,https://x.com/CryptoDona7/status/1910668855724113937,2025-04-11T12:18:48.000Z,2025-04-12T04:29:18.716Z,Buy,VIRAL,viralmind,0.005305801835235533,0.005675683535018949,0.0062,0.0068,0.005,,,2025-04-19T04:29:08Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1910728373963256286,2025-04-11T16:15:18.000Z,2025-04-12T04:29:49.782Z,Buy,NPC,npc,0.000015384728792307855,0.00001587530974622023,0.013,0.0165,0.0124,,,2025-06-30T23:59:59Z,false
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1910728373963256286,2025-04-11T16:15:18.000Z,2025-04-12T04:30:14.239Z,Buy,NPC,non-playable-coin,0.013725814351202542,0.013180125667345385,0.0145,0.0158,0.0125,,,2025-06-30T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910931237839261901,2025-04-12T05:41:25.000Z,2025-04-12T05:42:25.360Z,Hold,SOL,solana,122.44414538042733,122.44414538042733,140.1,132,115,,,2025-04-15T05:42:13Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910931237839261901,2025-04-12T05:41:25.000Z,2025-04-12T05:42:36.583Z,Hold,ETH,ethereum,1569.8448572100656,1569.8448572100656,1585,1600,1525,,,2025-04-15T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1910937015065186663,2025-04-12T06:04:22.000Z,2025-04-12T06:22:11.343Z,Buy,PIXEL,pixelverse,0.00010888050227491208,0.00010946627846507409,0.00012,0.00013,0.00009,,,2025-04-28T23:59:59Z,true
CryptoWizardd,https://x.com/0x_gm/status/1910974005743432092,2025-04-12T08:31:21.000Z,2025-04-12T09:02:29.878Z,Buy,PEPE,pepe,0.0000071047365053268265,0.000007108429667634031,0.000009,0.0000144,0.0000067,,,2025-04-15T23:59:59Z,true
CryptoWizardd,https://x.com/0x_gm/status/1910974005743432092,2025-04-12T08:31:21.000Z,2025-04-12T09:02:44.260Z,Buy,NPC,npc,0.00001640232584677295,0.000016421904203897256,0.00002463,0.00003284,0.00001313,,,2025-04-14T09:02:33Z,true
Steve_Cryptoo,https://x.com/rovercrc/status/1910970011675471977,2025-04-12T08:15:29.000Z,2025-04-12T09:04:10.135Z,Hold,USDT,tether,0.9995573376125023,0.9996808919753979,1,1.0003,0.999,,,2025-04-13T09:03:56Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1910997904883429862,2025-04-12T10:06:19.000Z,2025-04-12T10:23:15.144Z,Buy,VELO,velo,0.011675112757426276,0.011592057436497277,0.0128,0.0135,0.0105,,,2025-04-15T10:23:03.262Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911001698400911826,2025-04-12T10:21:24.000Z,2025-04-12T10:42:11.069Z,Hold,ETH,ethereum,1592.9869808166122,1592.4335882837408,1620,1650,1540,,,2025-04-14T10:42:01Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911016518172713408,2025-04-12T11:20:17.000Z,2025-04-12T11:22:35.896Z,Hold,POPCAT,popcat,0.2537233099518405,0.2537233099518405,0.29,0.35,0.2,,,2025-04-19T11:22:17.592Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911014379304198476,2025-04-12T11:11:47.000Z,2025-04-12T11:22:55.885Z,Buy,BABY,baby,8.557747284452903e-8,8.528197568993304e-8,8.96e-8,9.39e-8,8.07e-8,,,2025-04-13T12:00:00Z,true
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1911027173357461735,2025-04-12T12:02:37.000Z,2025-04-12T12:22:43.044Z,Buy,CAH,moon-tropica,2.280857865568462,2.343342684383842,2.5767,2.81,2.2262,,,2025-04-14T12:22:28Z,true
CryptoDona7,https://x.com/Saybbii/status/1910773145637634384,2025-04-11T19:13:13.000Z,2025-04-12T12:41:21.674Z,Buy,VIRAL,viralmind,0.005778068975480607,0.006039663668647887,0.0063,0.0065,0.0058,,,2025-04-14T12:41:09.748Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1911039724153946159,2025-04-12T12:52:30.000Z,2025-04-12T13:02:17.429Z,Hold,BTC,bitcoin,83715.0143810653,83694.16054163361,84000,84500,82500,,,2025-04-19T13:01:54.383Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911039724153946159,2025-04-12T12:52:30.000Z,2025-04-12T13:02:31.414Z,Buy,ETH,ethereum,1600.2013584387028,1602.232557827972,1762.46,1922.68,1590,,,2025-05-31T23:59:59Z,true
holdersignals,https://x.com/holdersignals/status/1911069919669792777,2025-04-12T14:52:29.000Z,2025-04-12T15:01:18.429Z,Buy,THE,the-node,0.33774677929350644,0.33774677929350644,0.5,0.6755,0.25,,,2025-04-15T15:01:08.110Z,false
CryptoSlate,https://x.com/CryptoSlate/status/1911081410515091561,2025-04-12T15:38:09.000Z,2025-04-12T15:41:18.306Z,Buy,XRP,ripple,2.1605971476686148,2.1622117506181255,2.2,2.6,1.99,,,2025-04-15T15:41:04.539Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911083510569537823,2025-04-12T15:46:29.000Z,2025-04-12T16:01:19.439Z,Buy,BABY,babylon,0.15555829019340958,0.15564430166175447,0.1855,0.234,0.13,,,2025-04-15T16:01:07.648Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911083510569537823,2025-04-12T15:46:29.000Z,2025-04-12T16:01:31.760Z,Buy,TOSHI,toshi,0.0003909447301719781,0.0003900824343074144,0.00045,0.0005,0.00035,,,2025-04-19T16:01:19.449Z,true
holdersignals,https://x.com/holdersignals/status/1911093305728790575,2025-04-12T16:25:25.000Z,2025-04-12T16:41:30.254Z,Buy,PARTI,particle-network,0.21361840308756797,0.19973835042327548,0.22,0.24,0.18,,,2025-04-13T16:41:13.106Z,true
holdersignals,https://x.com/holdersignals/status/1911093305728790575,2025-04-12T16:25:25.000Z,2025-04-12T16:41:49.410Z,Hold,THE,the-protocol,0.00013299431458530306,0.00013180269980801827,0.00014,0.00016,0.00012,,,2025-04-13T16:41:30.263Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911094312764325967,2025-04-12T16:29:25.000Z,2025-04-12T16:44:17.902Z,Buy,BTC,bitcoin,84959.63787888331,84864.06043420585,85500,89505,83000,,,2025-04-15T16:43:53Z,true
holdersignals,https://x.com/holdersignals/status/1911098032159862905,2025-04-12T16:44:12.000Z,2025-04-12T17:01:37.487Z,Buy,MUBARAK,mubarak,0.031346955916816556,0.031616123416698345,0.0949,0.1581,0.025,,,2025-04-19T17:01:27.377Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911098619455029737,2025-04-12T16:46:32.000Z,2025-04-12T17:03:21.782Z,Hold,USD1,usd1,1,1,1,1,0.99,,,2025-04-14T17:03:03Z,true
