Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Current Price,TP1,TP2,SL,Exit Price,P&L,Exit Price (Trailing Stop),P&L (Trailing Stop),Exit Price (SMA10),P&L (SMA10),Exit Price (SMA20),P&L (SMA20),Exit Price (EMA10),P&L (EMA10),Exit Price (EMA20),P&L (EMA20),,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1902693979466166588,2025-03-20T12:09:29.000Z,2025-03-20T15:02:19.031Z,Buy,BNB,binancecoin,619.5659214,619.5659214,640,670,600,628.1401329,1.38%,610.8885331,-1.40%,610.8885331,-1.40%,610.8885331,-1.40%,610.8885331,-1.40%,610.8885331,-1.40%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1902682198622318932,2025-03-20T11:22:40.000Z,2025-03-20T15:04:23.192Z,Hold,ARC,arcade-2,0.011060164,0.011060164,0.01161,0.01216,0.0105,0.0105,-5.06%,0.0105,-5.06%,0.0105,-5.06%,0.0105,-5.06%,0.0105,-5.06%,0.0105,-5.06%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1902680894751600918,2025-03-20T11:17:30.000Z,2025-03-20T15:04:37.660Z,Hold,NIMO,nimoai,0,0,0,0,,0.000133485,Infinity%,0.000133485,Infinity%,0.000133485,Infinity%,0.000133485,Infinity%,0.000146029,Infinity%,0.000146029,Infinity%,,,,,,,,,,,,,,
BenjiGanar,https://x.com/HIBTGlobal/status/1902599957699600443,2025-03-20T05:55:53.000Z,2025-03-20T15:04:55.949Z,Buy,VIRAL,viralmind,0.006877991,0.006877991,0.0075,0.008,0.0065,0.0065,-5.50%,0.0065,-5.50%,0.0065,-5.50%,0.0065,-5.50%,0.0065,-5.50%,0.0065,-5.50%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/Vivek4real_/status/1902681949715480860,2025-03-20T11:21:41.000Z,2025-03-20T15:05:56.325Z,Buy,BTC,bitcoin,86815.44109,86815.44109,91405,95605,77065,85137.62392,-1.93%,83974.78065,-3.27%,83974.78065,-3.27%,83974.78065,-3.27%,83974.78065,-3.27%,83974.78065,-3.27%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1902682529884262568,2025-03-20T11:23:59.000Z,2025-03-20T15:06:15.385Z,Buy,INJ,injective-protocol,10.26004066,10.26004066,12.5,14.8,9.25,9.638140536,-6.06%,9.25,-9.84%,9.25,-9.84%,9.25,-9.84%,9.25,-9.84%,9.25,-9.84%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1902379715274445126,2025-03-19T15:20:43.000Z,2025-03-20T15:06:54.178Z,Buy,XMW,morphware,0.061530997,0.066603382,0.1,0.15,0.05,0.060560358,-1.58%,0.054785425,-10.96%,0.054785425,-10.96%,0.054785425,-10.96%,0.054785425,-10.96%,0.054785425,-10.96%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1902398500140167295,2025-03-19T16:35:21.000Z,2025-03-20T15:07:11.302Z,Buy,NPC,npc,1.53047E-05,1.60374E-05,0.000018,0.00002,0.000015,0.000015,-1.99%,0.000015,-1.99%,0.000015,-1.99%,0.000015,-1.99%,0.000015,-1.99%,0.000015,-1.99%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1902398500140167295,2025-03-19T16:35:21.000Z,2025-03-20T15:07:23.949Z,Buy,NPC,non-playable-coin,0.00939448,0.010267073,0.0123,0.0138,0.0087,0.015274094,62.59%,0.015274094,62.59%,0.012060352,28.38%,0.012060352,28.38%,0.012060352,28.38%,0.011907383,26.75%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1902910536020529614,2025-03-21T02:30:00.000Z,2025-03-21T06:00:17.881Z,Buy,BTC,bitcoin,84270.84359,84270.84359,87500,88500,75000,85137.62392,1.03%,84359.46916,0.11%,84359.46916,0.11%,84359.46916,0.11%,84359.46916,0.11%,84359.46916,0.11%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1902738629572882571,2025-03-20T15:06:55.000Z,2025-03-21T06:00:34.557Z,Buy,AUCTION,auction,40.19993005,45.64267048,50,60,39.5,39.5,-1.74%,39.5,-1.74%,39.5,-1.74%,39.5,-1.74%,39.5,-1.74%,39.5,-1.74%,,,,,,,,,,,,,,
CryptoDona7,https://x.com/CryptoDona7/status/1902726277439660423,2025-03-20T14:17:50.000Z,2025-03-21T06:01:15.919Z,Buy,NPC,npc,1.60374E-05,1.48833E-05,0.013,0.028,0.000012,1.50673E-05,-6.05%,1.35754E-05,-15.35%,1.35754E-05,-15.35%,1.35754E-05,-15.35%,1.35754E-05,-15.35%,1.35754E-05,-15.35%,,,,,,,,,,,,,,
CryptoDona7,https://x.com/CryptoDona7/status/1902724268229566926,2025-03-20T14:09:51.000Z,2025-03-21T06:01:28.485Z,Buy,BTC,bitcoin,86815.44109,84270.84359,92000,95000,80000,85137.62392,-1.93%,83974.78065,-3.27%,83974.78065,-3.27%,83974.78065,-3.27%,83974.78065,-3.27%,83974.78065,-3.27%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1902935309295473002,2025-03-21T04:08:27.000Z,2025-03-21T06:02:57.312Z,Buy,VVV,venice-token,3.333305612,3.333305612,3.5,4,3.2,3.2,-4.00%,3.2,-4.00%,3.2,-4.00%,3.2,-4.00%,3.2,-4.00%,3.2,-4.00%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902867650591527060,2025-03-20T23:39:36.000Z,2025-03-21T06:03:29.435Z,Buy,DIONE,dione,0.002731389,0.002481723,0.005,0.008,0.002,0.002401857,-12.06%,0.002207253,-19.19%,0.002207253,-19.19%,0.002207253,-19.19%,0.002207253,-19.19%,0.002207253,-19.19%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902867650591527060,2025-03-20T23:39:36.000Z,2025-03-21T06:03:41.951Z,Hold,HTR,hathor,0.024644372,0.023824942,0.0302,0.0349,0.01969,0.024454469,-0.77%,0.02338312,-5.12%,0.02338312,-5.12%,0.02338312,-5.12%,0.02338312,-5.12%,0.02338312,-5.12%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902867650591527060,2025-03-20T23:39:36.000Z,2025-03-21T06:03:53.670Z,Buy,KDA,kadena,0.496251943,0.47593194,0.5,0.6,0.45,0.491685316,-0.92%,0.491685316,-0.92%,0.480996038,-3.07%,0.480996038,-3.07%,0.491685316,-0.92%,0.491685316,-0.92%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1902824751774486788,2025-03-20T20:49:08.000Z,2025-03-21T06:04:18.283Z,Hold,BID,bidao,0.000365791,0.00035208,0.0004,0.00045,0.0003,0.000336282,-8.07%,0.000331341,-9.42%,0.000331341,-9.42%,0.000331341,-9.42%,0.000331341,-9.42%,0.000331341,-9.42%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902724285052916028,2025-03-20T14:09:55.000Z,2025-03-21T06:04:57.726Z,Hold,BTC,bitcoin,86815.44109,84270.84359,87305,90792,80065,85137.62392,-1.93%,84359.46916,-2.83%,84359.46916,-2.83%,84359.46916,-2.83%,84359.46916,-2.83%,84359.46916,-2.83%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902724285052916028,2025-03-20T14:09:55.000Z,2025-03-21T06:05:16.023Z,Buy,XRP,ripple,2.552057249,2.434689125,2.6,2.7,2.25,2.25,-11.84%,2.25,-11.84%,2.25,-11.84%,2.25,-11.84%,2.25,-11.84%,2.25,-11.84%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1902736713526682060,2025-03-20T14:59:18.000Z,2025-03-21T06:06:23.171Z,Buy,TWT,trust-wallet-token,0.908706449,0.89444685,0.91,0.93,0.87,0.908729808,0.00%,0.891718993,-1.87%,0.891718993,-1.87%,0.891718993,-1.87%,0.891718993,-1.87%,0.891718993,-1.87%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1903006260859154862,2025-03-21T08:50:23.000Z,2025-03-21T09:00:29.181Z,Buy,MLN,melon,9.376329145,9.376329145,10,10.5,8.5,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1903002656811126826,2025-03-21T08:36:04.000Z,2025-03-21T09:00:39.705Z,Buy,MLN,melon,9.376329145,9.376329145,11,15,8.5,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,8.5,-9.35%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1902999366824235056,2025-03-21T08:22:59.000Z,2025-03-21T09:00:53.551Z,Buy,MLN,melon,9.376329145,9.376329145,9.75,10.5,8.95,8.95,-4.55%,8.95,-4.55%,8.95,-4.55%,8.95,-4.55%,8.95,-4.55%,8.95,-4.55%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1902999366824235056,2025-03-21T08:22:59.000Z,2025-03-21T09:01:11.069Z,Buy,FARM,farm,5.4632E-05,5.4632E-05,0.0001,0.00015,0.00004,5.71916E-05,4.69%,5.40778E-05,-1.01%,5.40778E-05,-1.01%,5.40778E-05,-1.01%,5.40778E-05,-1.01%,5.40778E-05,-1.01%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1902964179235127646,2025-03-21T06:03:10.000Z,2025-03-21T09:01:24.220Z,Buy,DATA,data-bot,0.000966627,0.000966627,0.001063,0.00116,0.000918,0.000998728,3.32%,0.000998728,3.32%,0.000998728,3.32%,0.000998728,3.32%,0.000998728,3.32%,0.000998728,3.32%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903105457016947071,2025-03-21T15:24:33.000Z,2025-03-21T18:00:14.042Z,Buy,TRISIG,tri-sigma,0.004129178,0.004129178,0.005,0.006,0.0038,0.0038,-7.97%,0.0038,-7.97%,0.0038,-7.97%,0.0038,-7.97%,0.0038,-7.97%,0.0038,-7.97%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903105457016947071,2025-03-21T15:24:33.000Z,2025-03-21T18:00:27.408Z,Buy,FTON,fanton-token,0.00108344,0.00108344,0.00119,0.0013,0.0009,0.0009,-16.93%,0.0009,-16.93%,0.0009,-16.93%,0.0009,-16.93%,0.0009,-16.93%,0.0009,-16.93%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903105457016947071,2025-03-21T15:24:33.000Z,2025-03-21T18:00:36.466Z,Hold,WSDM,wisdomise,0.004801009,0.004801009,0.0055,0.0068,0.0043,0.00483306,0.67%,0.004761463,-0.82%,0.004761463,-0.82%,0.004761463,-0.82%,0.004761463,-0.82%,0.004761463,-0.82%,,,,,,,,,,,,,,
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1903083547180564611,2025-03-21T13:57:29.000Z,2025-03-21T18:00:58.677Z,Buy,ANKR,ankr,0.017971673,0.017971673,0.02,0.025,0.015,0.020258406,12.72%,0.020258406,12.72%,0.018684472,3.97%,0.018684472,3.97%,0.018684472,3.97%,0.018452548,2.68%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1903131579628786038,2025-03-21T17:08:21.000Z,2025-03-21T18:01:15.622Z,Buy,TORN,tornado-cash,8.36585413,8.36585413,9.77,10.5,7.5,11.91970197,42.48%,11.91970197,42.48%,11.91970197,42.48%,11.91970197,42.48%,9.311504081,11.30%,9.311504081,11.30%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1903123411976556575,2025-03-21T16:35:54.000Z,2025-03-21T18:01:27.161Z,Hold,ORCA,orca,1.559389288,1.559389288,2,2.5,1.3,2.845788373,82.49%,2.845788373,82.49%,2.845788373,82.49%,2.845788373,82.49%,2.416255407,54.95%,2.416255407,54.95%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1903123411976556575,2025-03-21T16:35:54.000Z,2025-03-21T18:01:36.125Z,Buy,ZRO,layerzero,2.638073278,2.638073278,2.75,2.88,2.5,2.871511399,8.85%,2.871511399,8.85%,2.871511399,8.85%,2.871511399,8.85%,2.843657463,7.79%,2.789327674,5.73%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1903123411976556575,2025-03-21T16:35:54.000Z,2025-03-21T18:01:47.195Z,Hold,ACH,alchemy-pay,0.024300734,0.024300734,0.026,0.028,0.022,0.026243292,7.99%,0.026243292,7.99%,0.027364775,12.61%,0.027364775,12.61%,0.025744549,5.94%,0.025318642,4.19%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1903096761373397312,2025-03-21T14:50:00.000Z,2025-03-21T18:02:00.332Z,Hold,BTC,bitcoin,84270.84359,84270.84359,86000,88960,80065,85137.62392,1.03%,84359.46916,0.11%,84359.46916,0.11%,84359.46916,0.11%,84359.46916,0.11%,84359.46916,0.11%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1903106761743274035,2025-03-21T15:29:44.000Z,2025-03-21T18:02:16.664Z,Buy,DEGO,dego-finance,1.858345857,1.858345857,1.945,2,1.75,1.823942226,-1.85%,1.800335421,-3.12%,1.800335421,-3.12%,1.800335421,-3.12%,1.800335421,-3.12%,1.800335421,-3.12%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903124528391393499,2025-03-21T16:40:20.000Z,2025-03-21T18:03:01.819Z,Buy,PENGU,pudgy-penguins,0.006445174,0.006445174,0.0071,0.0095,0.005,0.006547574,1.59%,0.006242584,-3.14%,0.006242584,-3.14%,0.006242584,-3.14%,0.006242584,-3.14%,0.006242584,-3.14%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1903116142543012088,2025-03-21T16:07:01.000Z,2025-03-21T18:03:16.435Z,Buy,RENDER,render-token,3.326048138,3.326048138,3.64,4.23,3.07,3.923624047,17.97%,3.923624047,17.97%,3.730038684,12.15%,3.730038684,12.15%,3.730038684,12.15%,3.730038684,12.15%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903124620166697411,2025-03-21T16:40:42.000Z,2025-03-21T18:03:30.288Z,Hold,BTC,bitcoin,84270.84359,84270.84359,88000,90000,80000,85137.62392,1.03%,83974.78065,-0.35%,83974.78065,-0.35%,83974.78065,-0.35%,83974.78065,-0.35%,83974.78065,-0.35%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903104403571150865,2025-03-21T15:20:22.000Z,2025-03-21T18:04:06.314Z,Buy,IP,story-2,5.506263971,5.506263971,5.75,6.02,5.25,5.25,-4.65%,5.25,-4.65%,5.25,-4.65%,5.25,-4.65%,5.25,-4.65%,5.25,-4.65%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903104403571150865,2025-03-21T15:20:22.000Z,2025-03-21T18:04:17.041Z,Hold,BERA,berachain-bera,6.06503348,6.06503348,6.3,6.5,5.85,7.714137379,27.19%,7.714137379,27.19%,8.362326431,37.88%,8.362326431,37.88%,8.362326431,37.88%,8.362326431,37.88%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1903100977248399429,2025-03-21T15:06:45.000Z,2025-03-21T18:04:52.146Z,Buy,SPX,spx6900,0.439751993,0.439751993,0.68,1,0.4,0.567002771,28.94%,0.505124597,14.87%,0.505124597,14.87%,0.505124597,14.87%,0.505124597,14.87%,0.505124597,14.87%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1903092776620683766,2025-03-21T14:34:10.000Z,2025-03-21T18:05:21.868Z,Buy,ALGO,algorand,0.195330892,0.195330892,0.198,0.208,0.185,0.206902348,5.92%,0.206902348,5.92%,0.199614299,2.19%,0.199614299,2.19%,0.199614299,2.19%,0.19180128,-1.81%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:05:41.289Z,Buy,HYPE,hyperblast,0.003848626,0.003848626,0.005,0.007,0.003,0.004072275,5.81%,0.004072275,5.81%,0.004072275,5.81%,0.004072275,5.81%,0.004072275,5.81%,0.004072275,5.81%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:05:51.388Z,Buy,HYPE,hyperliquid,14.19887123,14.19887123,15.36,20,12.89,15.56412916,9.62%,15.56412916,9.62%,15.56412916,9.62%,15.56412916,9.62%,14.11330059,-0.60%,14.11330059,-0.60%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:01.753Z,Buy,HYPE,hyperbolic-protocol,0.003825367,0.003825367,0.0065,0.0098,0.0027,0.003692907,-3.46%,0.003656722,-4.41%,0.003656722,-4.41%,0.003656722,-4.41%,0.003656722,-4.41%,0.003656722,-4.41%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:16.127Z,Buy,HYPE,superrarebears-hype,2.03E-07,2.03E-07,2.50E-07,3.00E-07,1.50E-07,1.93E-07,-5.28%,1.92E-07,-5.57%,1.92E-07,-5.57%,1.92E-07,-5.57%,1.92E-07,-5.57%,1.92E-07,-5.57%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:42.102Z,Buy,S,agent-s,0.000271877,0.000271877,0.00035,0.00045,0.00024,0.00024,-11.72%,0.00024,-11.72%,0.00024,-11.72%,0.00024,-11.72%,0.00024,-11.72%,0.00024,-11.72%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:53.015Z,Buy,S,sonic-3,0.511378948,0.511378948,0.61,0.7,0.43,0.564242449,10.34%,0.534010126,4.43%,0.534010126,4.43%,0.534010126,4.43%,0.534010126,4.43%,0.534010126,4.43%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:07:07.467Z,Hold,S,soperme,0,0,0,0,,0.000120214,Infinity%,0.000120214,Infinity%,0.000120214,Infinity%,0.000120214,Infinity%,0.000120214,Infinity%,0.000120214,Infinity%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903312754343285218,2025-03-22T05:08:17.000Z,2025-03-22T06:00:42.299Z,Buy,AAVE,aave,177.9710105,177.9710105,200,240,155,175.5467202,-1.36%,174.7491859,-1.81%,174.7491859,-1.81%,174.7491859,-1.81%,174.7491859,-1.81%,174.7491859,-1.81%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1903144087760367843,2025-03-21T17:58:03.000Z,2025-03-22T06:01:01.932Z,Buy,JASMY,jasmycoin,0.013697931,0.012517222,0.014,0.015,0.012,0.012,-12.40%,0.012,-12.40%,0.012,-12.40%,0.012,-12.40%,0.012,-12.40%,0.012,-12.40%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1903172302549946645,2025-03-21T19:50:10.000Z,2025-03-22T06:01:27.523Z,Buy,AKA,she-rises,0.001430511,0.001470302,0.007,0.01,0.0013,0.00162174,13.37%,0.001539187,7.60%,0.001539187,7.60%,0.001539187,7.60%,0.001539187,7.60%,0.001539187,7.60%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903373203793437103,2025-03-22T09:08:29.000Z,2025-03-22T12:00:28.965Z,Hold,CRV,curve-dao-token,0.438977356,0.438977356,0.52,0.58,0.38,0.543461127,23.80%,0.505038523,15.05%,0.505038523,15.05%,0.505038523,15.05%,0.497096198,13.24%,0.497096198,13.24%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptocevo/status/1903387204195377209,2025-03-22T10:04:07.000Z,2025-03-22T12:00:51.431Z,Buy,BTC,bitcoin,84009.53292,84009.53292,85500,88500,80000,85137.62392,1.34%,84359.46916,0.42%,84359.46916,0.42%,84359.46916,0.42%,84359.46916,0.42%,84359.46916,0.42%,,,,,,,,,,,,,,
cryptostasher,https://x.com/cryptostasher/status/1903490587812143530,2025-03-22T16:54:55.000Z,2025-03-22T21:00:12.810Z,Buy,ZIG,zignaly,0.080864347,0.080864347,0.15,0.2,0.07,0.085127131,5.27%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903502709183201455,2025-03-22T17:43:05.000Z,2025-03-22T21:00:26.720Z,Buy,ZIG,zignaly,0.080864347,0.080864347,0.1,0.12,0.07,0.085127131,5.27%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903413125296349321,2025-03-22T11:47:07.000Z,2025-03-22T21:00:36.873Z,Buy,LNQ,linqai,0.032201386,0.032201386,0.035,0.04,0.03,0.039693421,23.27%,0.039693421,23.27%,0.034172383,6.12%,0.034172383,6.12%,0.034172383,6.12%,0.034172383,6.12%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1903484753883328718,2025-03-22T16:31:45.000Z,2025-03-22T21:00:53.177Z,Hold,BTC,bitcoin,84009.53292,84009.53292,91000,108000,72000,85137.62392,1.34%,83974.78065,-0.04%,83974.78065,-0.04%,83974.78065,-0.04%,83974.78065,-0.04%,83974.78065,-0.04%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1903402288192061465,2025-03-22T11:04:03.000Z,2025-03-22T21:01:05.180Z,Buy,SLF,self-chain,0.277652391,0.277652391,0.35,0.55,0.22,0.223468635,-19.51%,0.223516581,-19.50%,0.223516581,-19.50%,0.223516581,-19.50%,0.223516581,-19.50%,0.223516581,-19.50%,,,,,,,,,,,,,,
CryptoDona7,https://x.com/CryptoDona7/status/1903494862290219311,2025-03-22T17:11:55.000Z,2025-03-22T21:01:28.637Z,Buy,BANANA,banana,0.11534868,0.11534868,40,45,0.1,0.1,-13.31%,0.103094923,-10.62%,0.103094923,-10.62%,0.103094923,-10.62%,0.103094923,-10.62%,0.103094923,-10.62%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/cryptostasher/status/1903490587812143530,2025-03-22T16:54:55.000Z,2025-03-22T21:01:43.208Z,Buy,ZIG,zignaly,0.080864347,0.080864347,0.12,0.15,0.073,0.085127131,5.27%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/Alek_Carter/status/1903247733009367501,2025-03-22T00:49:54.000Z,2025-03-22T21:02:00.734Z,Buy,ZIG,zignaly,0.080864347,0.080864347,0.12,0.2,0.07,0.085127131,5.27%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903486920971501993,2025-03-22T16:40:21.000Z,2025-03-22T21:02:14.283Z,Buy,HYPE,hyperliquid,15.81547314,15.81547314,16.5,18.5,14.5,16.04909752,1.48%,16.04909752,1.48%,16.04909752,1.48%,16.04909752,1.48%,14.5,-8.32%,14.5,-8.32%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1903502861473857880,2025-03-22T17:43:42.000Z,2025-03-22T21:02:28.877Z,Buy,INJ,injective-protocol,9.676051345,9.676051345,10.8,13.5,9.5,9.638140536,-0.39%,9.5,-1.82%,9.5,-1.82%,9.5,-1.82%,9.5,-1.82%,9.5,-1.82%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1903472844048060727,2025-03-22T15:44:25.000Z,2025-03-22T21:02:43.359Z,Buy,DIONE,dione,0.002610633,0.002610633,0.0035,0.005,0.002,0.003410447,30.64%,0.003410447,30.64%,0.003410447,30.64%,0.003410447,30.64%,0.0027533,5.46%,0.0027533,5.46%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1903461400439107902,2025-03-22T14:58:57.000Z,2025-03-22T21:02:56.235Z,Buy,ZIG,zignaly,0.080864347,0.080864347,0.097,0.121,0.075,0.085127131,5.27%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,0.081829477,1.19%,,,,,,,,,,,,,,
holdersignals,https://x.com/CryptoGodJohn/status/1903528680418165240,2025-03-22T19:26:17.000Z,2025-03-23T06:00:19.413Z,Buy,DSYNC,destra-network,0.138623789,0.147030494,0.1617,0.169,0.135,0.139077364,0.33%,0.135250362,-2.43%,0.135250362,-2.43%,0.135250362,-2.43%,0.135250362,-2.43%,0.135250362,-2.43%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1903514626354303281,2025-03-22T18:30:27.000Z,2025-03-23T06:00:32.095Z,Buy,VANA,vana,7.631598801,7.400969642,8.5,10,6.66,6.717708801,-11.98%,6.66,-12.73%,6.66,-12.73%,6.66,-12.73%,6.66,-12.73%,6.66,-12.73%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1903625422429970859,2025-03-23T01:50:43.000Z,2025-03-23T06:01:05.783Z,Buy,DOGE,dogecoin,0.167212407,0.167212407,0.22,0.43,0.15,0.181715541,8.67%,0.177933395,6.41%,0.177933395,6.41%,0.177933395,6.41%,0.177933395,6.41%,0.177933395,6.41%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903644982055166059,2025-03-23T03:08:26.000Z,2025-03-23T06:01:48.163Z,Buy,AAVE,aave,179.7787948,179.7787948,190,200,170,186.8758122,3.95%,186.8758122,3.95%,186.8758122,3.95%,186.8758122,3.95%,177.574335,-1.23%,177.574335,-1.23%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1903516584439693512,2025-03-22T18:38:14.000Z,2025-03-23T06:02:25.407Z,Buy,NPC,non-playable-coin,0.009413849,0.010425849,0.0124,0.0165,0.0094,0.015274094,62.25%,0.015274094,62.25%,0.012060352,28.11%,0.012060352,28.11%,0.012060352,28.11%,0.011907383,26.49%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1903755060435186122,2025-03-23T10:25:51.000Z,2025-03-23T15:00:21.139Z,Buy,VANA,vana,7.400969642,7.400969642,10.48,14.55,6.59,6.717708801,-9.23%,6.59,-10.96%,6.59,-10.96%,6.59,-10.96%,6.59,-10.96%,6.59,-10.96%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903781017539973560,2025-03-23T12:08:59.000Z,2025-03-23T15:00:41.749Z,Buy,PENDLE,pendle,2.629899004,2.629899004,3.72,5,2.3,2.708358439,2.98%,2.676444497,1.77%,2.676444497,1.77%,2.676444497,1.77%,2.676444497,1.77%,2.676444497,1.77%,,,,,,,,,,,,,,
